mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
J,45109,-99.695389,6.741623,-0.317444,-0.021085,0.318143,-0.999496,-0.031730,3.500000,-0.128730,-0.253295,-0.958786,0.210250,0.937880,-0.276001,
J,45200,-100.013435,6.730518,-0.318047,-0.011105,0.318240,-1.000000,0.000005,3.500000,-0.128516,-0.252332,-0.959068,0.210375,0.938141,-0.275016,
J,45290,-100.331665,6.730518,-0.318230,0.000000,0.318230,-0.999496,0.031739,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,45381,-100.649567,6.740511,-0.317902,0.009994,0.318059,-0.997986,0.063425,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,45472,-100.967133,6.760492,-0.317566,0.019981,0.318194,-0.995468,0.095061,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,45563,-101.283760,6.790422,-0.316628,0.029930,0.318039,-0.991959,0.126585,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,45654,-101.599480,6.830306,-0.315720,0.039884,0.318229,-0.987442,0.158004,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,45745,-101.913666,6.880068,-0.314186,0.049762,0.318102,-0.981926,0.189250,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,45836,-102.226212,6.939691,-0.312546,0.059623,0.318182,-0.975426,0.220315,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,45927,-102.536674,7.009088,-0.310463,0.069396,0.318124,-0.967949,0.251152,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,46018,-102.844826,7.088209,-0.308151,0.079122,0.318147,-0.959496,0.281734,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,46109,-103.150391,7.176987,-0.305565,0.088778,0.318200,-0.950066,0.312039,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,46200,-103.452972,7.275302,-0.302582,0.098315,0.318153,-0.939697,0.342014,3.500000,-0.128405,-0.251726,-0.959242,0.210454,0.938303,-0.274403,
J,46290,-103.751999,7.384137,-0.299026,0.108835,0.318217,-0.950073,0.312026,3.500000,-0.123887,-0.252469,-0.959641,0.210275,0.938449,-0.274040,
J,46381,-104.054184,7.483489,-0.302185,0.099351,0.318098,-0.959496,0.281733,3.500000,-0.112166,-0.250061,-0.961711,0.209352,0.940149,-0.268872,
J,46472,-104.359451,7.573333,-0.305267,0.089844,0.318214,-0.967949,0.251144,3.500000,-0.096564,-0.246788,-0.964247,0.207386,0.942523,-0.261996,
J,46563,-104.667328,7.653527,-0.307877,0.080194,0.318149,-0.975433,0.220304,3.500000,-0.078702,-0.243615,-0.966673,0.204733,0.945062,-0.254837,
J,46654,-104.977570,7.724009,-0.310242,0.070482,0.318147,-0.981934,0.189243,3.500000,-0.044612,-0.241370,-0.969407,0.200211,0.948526,-0.245385,
J,46745,-105.289780,7.784696,-0.312210,0.060687,0.318053,-0.987442,0.158000,3.500000,-0.027377,-0.233418,-0.971991,0.197632,0.951899,-0.234159,
J,46836,-105.603790,7.835555,-0.314011,0.050859,0.318103,-0.991951,0.126595,3.500000,-0.016391,-0.218606,-0.975675,0.196489,0.956075,-0.217516,
J,46927,-105.919334,7.876536,-0.315544,0.040982,0.318194,-0.995476,0.095054,3.500000,-0.010593,-0.197435,-0.980259,0.198904,0.960308,-0.195567,
J,47018,-106.236031,7.907586,-0.316696,0.031050,0.318215,-0.997986,0.063417,3.500000,-0.010247,-0.171778,-0.985082,0.207668,0.963290,-0.170138,
J,47109,-106.553398,7.928666,-0.317368,0.021080,0.318067,-0.999496,0.031730,3.500000,-0.013018,-0.155365,-0.987771,0.214786,0.964361,-0.154514,
J,47200,-106.871368,7.939770,-0.317970,0.011104,0.318164,-1.000000,0.000003,3.500000,-0.014264,-0.132718,-0.991051,0.226880,0.964871,-0.132477,
J,47290,-107.189598,7.939771,-0.318230,0.000001,0.318230,-0.999496,-0.031732,3.500000,-0.013369,-0.128836,-0.991576,0.233410,0.963866,-0.128383,
J,47381,-107.507683,7.929774,-0.318085,-0.009997,0.318242,-0.997986,-0.063434,3.500000,-0.013252,-0.132310,-0.991120,0.234228,0.963217,-0.131718,
J,47472,-107.825142,7.909798,-0.317459,-0.019976,0.318087,-0.995468,-0.095059,3.500000,-0.010789,-0.139905,-0.990106,0.234128,0.962286,-0.138525,
J,47563,-108.141861,7.879858,-0.316719,-0.029940,0.318131,-0.991951,-0.126595,3.500000,-0.011984,-0.144814,-0.989386,0.234072,0.961559,-0.143576,
J,47654,-108.457626,7.839964,-0.315765,-0.039894,0.318276,-0.987434,-0.158019,3.500000,-0.013153,-0.149568,-0.988664,0.234013,0.960830,-0.148470,
J,47745,-108.771706,7.790215,-0.314079,-0.049748,0.317995,-0.981926,-0.189253,3.500000,-0.013378,-0.150474,-0.988524,0.234001,0.960689,-0.149403,
J,47836,-109.084183,7.730607,-0.312477,-0.059609,0.318112,-0.975433,-0.220309,3.500000,-0.013378,-0.150474,-0.988524,0.234001,0.960689,-0.149403,
J,47927,-109.394646,7.661212,-0.310463,-0.069395,0.318124,-0.967949,-0.251144,3.500000,-0.013894,-0.152548,-0.988199,0.233975,0.960360,-0.151540,
J,48018,-109.702911,7.582059,-0.308266,-0.079153,0.318265,-0.959488,-0.281742,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48109,-110.008392,7.493308,-0.305481,-0.088751,0.318112,-0.950073,-0.312037,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48200,-110.310989,7.394987,-0.302597,-0.098321,0.318170,-0.939690,-0.342021,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48290,-110.609970,7.286167,-0.298981,-0.108820,0.318169,-0.950073,-0.312031,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48381,-110.912262,7.186777,-0.302292,-0.099390,0.318212,-0.959496,-0.281724,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48472,-111.217484,7.096950,-0.305222,-0.089827,0.318165,-0.967949,-0.251138,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48563,-111.525177,7.016803,-0.307693,-0.080147,0.317960,-0.975426,-0.220318,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48654,-111.835564,6.946284,-0.310387,-0.070519,0.318297,-0.981934,-0.189245,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48745,-112.147827,6.885588,-0.312263,-0.060697,0.318108,-0.987442,-0.157999,3.500000,-0.014577,-0.155253,-0.987767,0.233941,0.959924,-0.154330,
J,48836,-112.461838,6.834730,-0.314011,-0.050858,0.318103,-0.991951,-0.126593,3.500000,-0.016315,-0.154844,-0.987804,0.233953,0.959919,-0.154337,
J,48927,-112.777267,6.793760,-0.315430,-0.040969,0.318079,-0.995468,-0.095061,3.500000,-0.016315,-0.154844,-0.987804,0.233953,0.959919,-0.154337,
J,49018,-113.094009,6.762705,-0.316742,-0.031055,0.318261,-0.997986,-0.063419,3.500000,-0.016315,-0.154844,-0.987804,0.233953,0.959919,-0.154337,
J,49109,-113.411392,6.741623,-0.317383,-0.021081,0.318082,-0.999496,-0.031733,3.500000,-0.018333,-0.154400,-0.987838,0.233947,0.959915,-0.154378,
J,49200,-113.729408,6.730518,-0.318016,-0.011106,0.318210,-1.000000,0.000000,3.500000,-0.027569,-0.152476,-0.987923,0.233918,0.959874,-0.154675,
J,49290,-114.047569,6.730518,-0.318161,0.000000,0.318161,-0.999496,0.031726,3.500000,-0.035242,-0.150875,-0.987924,0.233334,0.959975,-0.154930,
J,49381,-114.365547,6.740510,-0.317978,0.009992,0.318135,-0.997986,0.063420,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,49472,-114.683090,6.760487,-0.317543,0.019977,0.318171,-0.995476,0.095053,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,49563,-114.999817,6.790425,-0.316727,0.029938,0.318138,-0.991959,0.126588,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,49654,-115.315430,6.830296,-0.315613,0.039870,0.318121,-0.987442,0.157997,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,49745,-115.629753,6.880079,-0.314323,0.049784,0.318241,-0.981926,0.189257,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,49836,-115.942123,6.939667,-0.312370,0.059587,0.318003,-0.975433,0.220304,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,49927,-116.252678,7.009082,-0.310555,0.069416,0.318218,-0.967949,0.251150,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50018,-116.560806,7.088197,-0.308128,0.079115,0.318123,-0.959496,0.281730,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50109,-116.866417,7.176987,-0.305611,0.088790,0.318248,-0.950066,0.312039,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50200,-117.168999,7.275302,-0.302582,0.098315,0.318153,-0.939690,0.342021,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50290,-117.467926,7.384100,-0.298927,0.108799,0.318111,-0.928368,0.371663,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50381,-117.763367,7.502271,-0.295441,0.118170,0.318197,-0.916107,0.400926,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50472,-118.054855,7.629616,-0.291489,0.127345,0.318092,-0.902931,0.429790,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50563,-118.342270,7.766089,-0.287415,0.136474,0.318170,-0.888832,0.458227,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50654,-118.625275,7.911532,-0.283005,0.145443,0.318191,-0.873848,0.486200,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50745,-118.903442,8.065723,-0.278168,0.154191,0.318044,-0.857986,0.513669,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50836,-119.176804,8.228683,-0.273361,0.162959,0.318248,-0.841255,0.540643,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,50927,-119.444801,8.400070,-0.267998,0.171388,0.318114,-0.823677,0.567061,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51018,-119.707291,8.579803,-0.262489,0.179732,0.318126,-0.805275,0.592904,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51109,-119.964066,8.767730,-0.256775,0.187927,0.318198,-0.786049,0.618163,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51200,-120.214775,8.963609,-0.250710,0.195879,0.318157,-0.766037,0.642794,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51290,-120.458618,9.168221,-0.243843,0.204613,0.318317,-0.745255,0.666778,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51381,-120.695648,9.380155,-0.237030,0.211933,0.317961,-0.723740,0.690073,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51472,-120.926163,9.599668,-0.230515,0.219513,0.318313,-0.701469,0.712698,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51563,-121.149490,9.826140,-0.223328,0.226473,0.318065,-0.710472,0.703729,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51654,-121.375229,10.050301,-0.225739,0.224160,0.318128,-0.732437,0.680836,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51745,-121.607948,10.267317,-0.232719,0.217016,0.318205,-0.753670,0.657250,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51836,-121.847328,10.476872,-0.239380,0.209556,0.318145,-0.774147,0.633009,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,51927,-122.093071,10.678731,-0.245743,0.201859,0.318019,-0.793831,0.608136,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,52018,-122.345161,10.872869,-0.252090,0.194138,0.318181,-0.812729,0.582639,3.500000,-0.036262,-0.150621,-0.987926,0.233353,0.959971,-0.154925,
J,52109,-122.603226,11.058988,-0.258064,0.186119,0.318178,-0.830811,0.556560,3.500000,-0.034612,-0.151077,-0.987916,0.233286,0.959979,-0.154978,
J,52200,-122.866959,11.236881,-0.263733,0.177894,0.318121,-0.848053,0.529917,3.500000,-0.023558,-0.150856,-0.988275,0.232877,0.960527,-0.152172,
J,52290,-123.136810,11.405499,-0.269852,0.168617,0.318201,-0.864433,0.502748,3.500000,0.007265,-0.146067,-0.989248,0.219425,0.965396,-0.140934,
J,52381,-123.411888,11.565600,-0.275078,0.160102,0.318277,-0.879951,0.475061,3.500000,0.076390,-0.110609,-0.990924,0.168572,0.980954,-0.096501,
J,52472,-123.691666,11.716872,-0.279778,0.151272,0.318054,-0.894577,0.446912,3.500000,0.146962,-0.045053,-0.988116,0.091212,0.995323,-0.031815,
J,52563,-123.976135,11.859327,-0.284470,0.142455,0.318145,-0.908310,0.418296,3.500000,0.183251,0.025696,-0.982730,0.017550,0.999413,0.029405,
J,52654,-124.264908,11.992757,-0.288773,0.133430,0.318109,-0.921120,0.389273,3.500000,0.190288,0.085292,-0.978016,-0.040695,0.996048,0.078947,
J,52745,-124.557739,12.117058,-0.292831,0.124301,0.318121,-0.933006,0.359855,3.500000,0.185768,0.127040,-0.974347,-0.085539,0.989933,0.112764,
J,52836,-124.854446,12.232145,-0.296707,0.115088,0.318246,-0.943962,0.330057,3.500000,0.174767,0.158662,-0.971742,-0.125472,0.982474,0.137848,
J,52927,-125.154434,12.337788,-0.299988,0.105642,0.318046,-0.953957,0.299953,3.500000,0.171246,0.174852,-0.969588,-0.151524,0.977091,0.149444,
J,53018,-125.457764,12.434008,-0.303329,0.096220,0.318225,-0.962990,0.269527,3.500000,0.183168,0.182892,-0.965919,-0.160702,0.974896,0.154118,
J,53109,-125.763878,12.520628,-0.306114,0.086620,0.318134,-0.971062,0.238844,3.500000,0.212369,0.187729,-0.958988,-0.166790,0.973936,0.153720,
J,53199,-126.072510,12.597580,-0.308632,0.076952,0.318081,-0.978149,0.207919,3.500000,0.264855,0.193683,-0.944637,-0.170743,0.973561,0.151741,
J,53290,-126.383896,12.663770,-0.311386,0.066190,0.318343,-0.984253,0.176765,3.500000,0.320310,0.194479,-0.927135,-0.175961,0.973883,0.143494,
J,53381,-126.696999,12.720103,-0.313103,0.056334,0.318130,-0.989365,0.145449,3.500000,0.362410,0.191646,-0.912103,-0.174887,0.975231,0.135422,
J,53472,-127.011665,12.766567,-0.314667,0.046464,0.318079,-0.993477,0.113993,3.500000,0.397735,0.194882,-0.896564,-0.175773,0.975266,0.134012,
J,53563,-127.327789,12.803144,-0.316124,0.036577,0.318233,-0.996597,0.082407,3.500000,0.402557,0.201010,-0.893053,-0.178042,0.974155,0.139009,
J,53654,-127.644798,12.829762,-0.317009,0.026618,0.318125,-0.998711,0.050748,3.500000,0.406006,0.196716,-0.892447,-0.174467,0.975281,0.135603,
J,53745,-127.962463,12.846410,-0.317665,0.016647,0.318101,-0.999817,0.019038,3.500000,0.422296,0.187200,-0.886918,-0.167193,0.977741,0.126763,
J,53836,-128.280502,12.853072,-0.318039,0.006662,0.318109,-0.999924,-0.012691,3.500000,0.466441,0.176193,-0.866827,-0.149483,0.981568,0.119079,
J,53927,-128.598663,12.849739,-0.318161,-0.003333,0.318178,-0.999008,-0.044416,3.500000,0.555938,0.160640,-0.815554,-0.133065,0.985694,0.103445,
J,54018,-128.916504,12.836417,-0.317841,-0.013322,0.318120,-0.997101,-0.076086,3.500000,0.732024,0.133443,-0.668082,-0.108652,0.990945,0.078880,
J,54109,-129.233917,12.813106,-0.317413,-0.023312,0.318268,-0.994186,-0.107693,3.500000,0.936457,0.103598,-0.335136,-0.092388,0.994503,0.049268,
J,54200,-129.550323,12.779848,-0.316406,-0.033257,0.318149,-0.990265,-0.139179,3.500000,0.990664,0.063120,0.120836,-0.064168,0.997928,0.004792,
J,54290,-129.865417,12.735565,-0.315094,-0.044283,0.318191,-0.985352,-0.170530,3.500000,0.908436,-0.001899,0.418021,0.004520,0.999976,-0.005280,
J,54381,-130.178909,12.681414,-0.313492,-0.054152,0.318134,-0.979446,-0.201700,3.500000,0.843693,-0.033294,0.535793,0.038745,0.999249,0.001082,
J,54472,-130.490509,12.617450,-0.311600,-0.063964,0.318097,-0.972549,-0.232675,3.500000,0.803137,-0.039112,0.594510,0.041966,0.999078,0.009034,
J,54563,-130.800064,12.543704,-0.309555,-0.073746,0.318218,-0.964676,-0.263421,3.500000,0.773952,-0.058409,0.630545,0.053493,0.998209,0.026807,
J,54654,-131.107010,12.460305,-0.306946,-0.083399,0.318074,-0.966339,-0.257287,3.500000,0.776359,-0.065609,0.626867,0.058991,0.997766,0.031369,
J,54745,-131.414444,12.377933,-0.307434,-0.082373,0.318278,-0.974014,-0.226482,3.500000,0.791760,-0.066333,0.607220,0.055532,0.997786,0.036590,
J,54836,-131.724014,12.305325,-0.309570,-0.072608,0.317971,-0.980713,-0.195478,3.500000,0.822866,-0.069614,0.563955,0.054453,0.997560,0.043686,
J,54927,-132.035889,12.242439,-0.311874,-0.062885,0.318151,-0.986420,-0.164268,3.500000,0.917109,-0.090902,0.388135,0.081574,0.995845,0.040481,
J,55018,-132.349640,12.189374,-0.313751,-0.053065,0.318207,-0.991135,-0.132884,3.500000,0.988452,-0.105825,0.108463,0.101345,0.993786,0.046036,
J,55109,-132.664963,12.146183,-0.315323,-0.043191,0.318267,-0.994858,-0.101356,3.500000,0.930202,-0.114168,-0.348842,0.126552,0.991877,0.012837,
J,55200,-132.981369,12.112932,-0.316406,-0.033251,0.318149,-0.997559,-0.069743,3.500000,0.779698,-0.094671,-0.618958,0.117517,0.993063,-0.003855,
J,55290,-133.298843,12.090733,-0.317474,-0.022200,0.318250,-0.999283,-0.038053,3.500000,0.390731,-0.050257,-0.919132,0.086031,0.996132,-0.017894,
J,55381,-133.616669,12.078529,-0.317825,-0.012203,0.318060,-0.999985,-0.006338,3.500000,0.158045,-0.073709,-0.984677,0.066074,0.995764,-0.063934,
J,55472,-133.934814,12.076311,-0.318146,-0.002218,0.318153,-0.999680,0.025393,3.500000,0.021667,-0.091372,-0.995581,0.052712,0.994534,-0.090129,
J,55563,-134.252838,12.084086,-0.318024,0.007775,0.318119,-0.998367,0.057096,3.500000,-0.050344,-0.097103,-0.994000,0.046443,0.993958,-0.099451,
J,55654,-134.570419,12.101844,-0.317581,0.017757,0.318077,-0.996048,0.088737,3.500000,-0.090407,-0.103250,-0.990538,0.046117,0.993110,-0.107727,
J,55745,-134.887360,12.129574,-0.316940,0.027730,0.318151,-0.992737,0.120296,3.500000,-0.103897,-0.103099,-0.989230,0.046381,0.993029,-0.108366,
J,55836,-135.203323,12.167251,-0.315964,0.037677,0.318202,-0.988419,0.151738,3.500000,-0.107095,-0.102970,-0.988902,0.046480,0.993017,-0.108432,
J,55927,-135.517792,12.214810,-0.314468,0.047560,0.318044,-0.983109,0.183016,3.500000,-0.104531,-0.103116,-0.989161,0.048207,0.992916,-0.108601,
J,56018,-135.830765,12.272253,-0.312973,0.057443,0.318201,-0.976807,0.214123,3.500000,-0.091521,-0.104386,-0.990317,0.053685,0.992527,-0.109580,
J,56109,-136.141693,12.339478,-0.310928,0.067225,0.318113,-0.969528,0.245002,3.500000,-0.074614,-0.106177,-0.991544,0.058011,0.992169,-0.110609,
J,56200,-136.450485,12.416473,-0.308792,0.076996,0.318247,-0.961258,0.275643,3.500000,-0.058875,-0.107584,-0.992451,0.062900,0.991800,-0.111245,
J,56290,-136.756393,12.504189,-0.305908,0.087716,0.318236,-0.952026,0.306009,3.500000,-0.044728,-0.104489,-0.993520,0.069030,0.991815,-0.107417,
J,56381,-137.059250,12.601432,-0.302856,0.097242,0.318085,-0.941849,0.336046,3.500000,-0.031121,-0.102275,-0.994269,0.075593,0.991661,-0.104373,
J,56472,-137.358963,12.708154,-0.299713,0.106722,0.318147,-0.930710,0.365767,3.500000,-0.020812,-0.103284,-0.994434,0.080264,0.991267,-0.104635,
J,56563,-137.655243,12.824265,-0.296280,0.116111,0.318219,-0.918625,0.395115,3.500000,-0.013748,-0.103735,-0.994510,0.080895,0.991228,-0.104511,
J,56654,-137.947556,12.949555,-0.292313,0.125291,0.318032,-0.905640,0.424055,3.500000,-0.013530,-0.103748,-0.994511,0.080890,0.991229,-0.104506,
J,56745,-138.235977,13.084046,-0.288422,0.134491,0.318237,-0.891724,0.452593,3.500000,-0.013530,-0.103748,-0.994511,0.080890,0.991229,-0.104506,
J,56836,-138.519852,13.227444,-0.283875,0.143397,0.318037,-0.876923,0.480645,3.500000,-0.013530,-0.103748,-0.994511,0.081143,0.991208,-0.104508,
J,56927,-138.799225,13.379772,-0.279373,0.152328,0.318203,-0.861221,0.508222,3.500000,-0.013530,-0.103748,-0.994512,0.081487,0.991180,-0.104509,
J,57018,-139.073578,13.540729,-0.274353,0.160956,0.318083,-0.844666,0.535295,3.500000,-0.013530,-0.103748,-0.994512,0.082346,0.991108,-0.104514,
J,57109,-139.342804,13.710278,-0.269226,0.169549,0.318166,-0.827255,0.561824,3.500000,-0.011917,-0.103861,-0.994520,0.084466,0.990932,-0.104498,
J,57200,-139.606567,13.888184,-0.263763,0.177906,0.318154,-0.809021,0.587780,3.500000,-0.011570,-0.103886,-0.994522,0.084460,0.990932,-0.104494,
J,57290,-139.864029,14.075236,-0.257462,0.187053,0.318238,-0.827255,0.561820,3.500000,-0.011662,-0.105186,-0.994384,0.084447,0.990796,-0.105796,
J,57381,-140.127228,14.254111,-0.263199,0.178875,0.318229,-0.844666,0.535286,3.500000,-0.011709,-0.105841,-0.994314,0.084440,0.990726,-0.106454,
J,57472,-140.395844,14.424576,-0.268616,0.170465,0.318139,-0.861237,0.508209,3.500000,-0.012222,-0.115613,-0.993219,0.084309,0.989637,-0.116234,
J,57563,-140.669601,14.586472,-0.273758,0.161896,0.318047,-0.876923,0.480635,3.500000,-0.012878,-0.128376,-0.991642,0.084139,0.988068,-0.129006,
J,57654,-140.948395,14.739739,-0.278793,0.153268,0.318146,-0.891724,0.452575,3.500000,-0.013450,-0.138398,-0.990285,0.084001,0.986718,-0.139040,
J,57745,-141.231903,14.884192,-0.283508,0.144452,0.318188,-0.905640,0.424055,3.500000,-0.014015,-0.145780,-0.989218,0.083911,0.985654,-0.146444,
J,57836,-141.519714,15.019623,-0.287811,0.135431,0.318083,-0.918640,0.395109,3.500000,-0.014296,-0.149386,-0.988676,0.083865,0.985113,-0.150061,
J,57927,-141.811707,15.145984,-0.291992,0.126361,0.318161,-0.930710,0.365755,3.500000,-0.014710,-0.154805,-0.987835,0.083794,0.984276,-0.155495,
J,58018,-142.107483,15.263083,-0.295776,0.117100,0.318113,-0.941849,0.336053,3.500000,-0.014738,-0.155149,-0.987781,0.083790,0.984222,-0.155840,
J,58109,-142.406921,15.370888,-0.299438,0.107804,0.318253,-0.952042,0.305991,3.500000,-0.014738,-0.155149,-0.987781,0.083790,0.984222,-0.155840,
J,58200,-142.709473,15.469193,-0.302551,0.098306,0.318121,-0.961258,0.275638,3.500000,-0.014738,-0.155149,-0.987781,0.083790,0.984222,-0.155840,
J,58290,-143.015381,15.556911,-0.305908,0.087718,0.318236,-0.969528,0.244993,3.500000,-0.014899,-0.157265,-0.987444,0.083763,0.983886,-0.157963,
